,abstract,Tags
11,"supplementary material the paper : statistical potential based amino acid similarity matrix aligning distantly related protein sequence . protein : structure , function bioinformatics 64 : 587-600 . ( 2006 )","amino acids/chemistry , biochemistry , bioinformatics , molecular bioscience , protein folding"
12,"supplementary material the paper : cheng , j.-t. , l. j. pyrak-nolte , d. d. nolte , n. j. giordano ( 2004 ) , linking pressure saturation interfacial area porous medium , geophys . re . lett. , 31 , l08502 , doi:10.1029/2003gl019282 .","drainage , physic"
13,"supplementary material the paper : measurement interfacial area per volume drainage imbibition , water resour . res. , 43 , w12504 , 2007 , doi:10.1029/2007wr006021 .","drainage , physic"
14,"supplementary material the paper : relating capillary pressure interfacial area , water resour . res. , 44 , w06408 , 2008 , doi:10.1029/2007wr006434 .","drainage , physic"
15,"celt download includes blueprint writing assessment item , the content the assessment . version ( 4.1 ) includes 2 part , one an engineering topic , one a biology topic .","assessment , education , engineering education , environmental engineering"
16,"celt download includes blueprint writing assessment item , the content the assessment . version ( 4.1 ) includes 2 part , one an engineering topic , one a biology topic .","assessment , education , engineering education , environmental engineering"
17,"video interview alina marazzi , leading female italian film director , accompanies 2013 book reframing italy : new trend italian woman 's filmmaking , bernardette luciano susanna scarparo .","classical study , drama , film study , global language literature , italy , motion picture , performing art , reframing italy , woman filmmaker , woman 's study"
18,supplementary material the report : effect realistic heat straightening repair the property serviceability damaged steel bridge,"civil engineering , damaged steel beam bridge , heat straightening repair , joint transportation research program , jtrp , multiple heat straightening , overheating , overstraining , spr-3105"
19,supplementary material the report : effect realistic heat straightening repair the property serviceability damaged steel bridge,"civil engineering , damaged steel beam bridge , heat straightening repair , joint transportation research program , jtrp , multiple heat straightening , overheating , overstraining , spr-3105"
20,supplementary material the report : effect realistic heat straightening repair the property serviceability damaged steel bridge,"civil engineering , damaged steel beam bridge , heat straightening repair , joint transportation research program , jtrp , multiple heat straightening , overheating , overstraining , spr-3105"
21,supplementary material the report : effect realistic heat straightening repair the property serviceability damaged steel bridge,"civil engineering , damaged steel beam bridge , heat straightening repair , joint transportation research program , jtrp , multiple heat straightening , overheating , overstraining , spr-3105"
22,supplementary material the report : effect realistic heat straightening repair the property serviceability damaged steel bridge,"civil engineering , damaged steel beam bridge , heat straightening repair , joint transportation research program , jtrp , multiple heat straightening , overheating , overstraining , spr-3105"
23,supplementary material the report : effect realistic heat straightening repair the property serviceability damaged steel bridge,"civil engineering , damaged steel beam bridge , heat straightening repair , joint transportation research program , jtrp , multiple heat straightening , overheating , overstraining , spr-3105"
24,"video interview antonietta de lillo , leading female italian film director , accompanies 2013 book reframing italy : new trend italian woman 's filmmaking , bernardette luciano susanna scarparo .","classical study , drama , film study ( motion picture ) , global language literature , italy , performing art , reframing italy , woman filmmaker , woman 's study"
25,"video interview costanza quatriglio , leading female italian film director , accompanies 2013 book reframing italy : new trend italian woman 's filmmaking , bernardette luciano susanna scarparo .","classical study , drama , film study ( motion picture ) , global language literature , italy , performing art , reframing italy , woman filmmaker , woman 's study"
26,"video interview francesca pirani , leading female italian film director , accompanies 2013 book reframing italy : new trend italian woman 's filmmaking , bernardette luciano susanna scarparo .","classical study , drama , film study ( motion picture ) , global language literature , italy , performing art , reframing italy , woman filmmaker , woman 's study"
27,"video interview marina spada , leading female italian film director , accompanies 2013 book reframing italy : new trend italian woman 's filmmaking , bernardette luciano susanna scarparo .","classical study , drama , film study ( motion picture ) , global language literature , italy , performing art , reframing italy , woman filmmaker , woman 's study"
28,"video interview paola sangiovanni , leading female italian film director , accompanies 2013 book reframing italy : new trend italian woman 's filmmaking , bernardette luciano susanna scarparo .","classical study , drama , film study ( motion picture ) , global language literature , italy , reframing italy , woman filmmaker , woman 's study"
29,"supplementary material the paper : discovering sequence potential regulatory characteristic . bina , wy p , lazarus sa , shah sr , ren w , szpankowski w , crawford ge , park sp , song xc . genomics . 2009 apr ; 93 ( 4 ) :314-22","binding-site , biochemistry , bioinformatics , code human dna , dnase-i hypersensitive site , gene regulation , genetic vocabulary , human genome , hypersensitive site , molecular bioscience , promoter region , regulatory signal , sequence context , transcription factor binding site , transcription factor"
30,supplementary mullins e.a . kappock t.j. ( 2013 ) & quot ; functional analysis the acetic acid resistance ( aar ) gene cluster acetobacter aceti strain 1023. & quot ; acetic acid bacteria 2 : e3 . ( doi : 10.4081/aab.2013.s1.e3 ) .,"acidophile , biochemistry , chemistry , citric acid cycle , enzyme , molecular bioscience"
31,supplementary mullins e.a . kappock t.j. ( 2013 ) & quot ; functional analysis the acetic acid resistance ( aar ) gene cluster acetobacter aceti strain 1023. & quot ; acetic acid bacteria 2 : e3 . ( doi : 10.4081/aab.2013.s1.e3 ) .,"acidophile , biochemistry , chemistry , citric acid cycle , enzyme , molecular bioscience"
32,"32-digit value the first 100 recurrence coefficient orthogonal polynomial relative the theodorus weight function w ( x ) =x^ { 1/2 } / ( e^x-1 ) r_ { + } computed the routine sr_theodorus ( 100,32 )","bose-einstein distribution , computer science , equation table , gaussian quadrature , mathematics , moment problem , numerical integration , orthogonal polynomial , quadrature cubature formula , slowly convergent series , spiral theodorus , summation series , walter gautschi archive"
33,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =x^ ( 1/2 ) / ( exp ( x ) -1 ) [ 0 , inf ]","bose-einstein distribution , computer science , equation table , gaussian quadrature , mathematics , moment problem , numerical integration , orthogonal polynomial , quadrature cubature formula , slowly convergent series , spiral theodorus , summation series , walter gautschi archive"
34,"28-digit value the recursion coefficient orthogonal polynomial relative the airy weight function w ( x ) = frac { 2^ { 2/3 } pi } { 3^ { 5/6 } gamma ( 2/3 ) } * x^ { -2/3 } exp ( -x ) ai ( ( 3x/2 ) ^ { 2/3 } ) [ 0 , infty ]","airy weight function , computer science , equation table , gaussian quadrature , mathematics , orthogonal polynomial , quadrature cubature formula , walter gautschi archive"
35,"28-digit value the recursion coefficient orthogonal polynomial relative the bessel weight function w ( x ) =frac { sqrt { 3 } } { pi } k_ { 1/3 } ( x ) [ 0 , infty ]","computer science , equation table , gaussian quadrature , k-bessel weight function , mathematics , orthogonal polynomial , quadrature cubature formula , walter gautschi archive"
36,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =c * k_nu ( x ) [ 0 , inf ] , c=2cos ( nu * pi/2 ) /pi , nu=1/3","computer science , equation table , gaussian quadrature , k-bessel weight function , mathematics , orthogonal polynomial , quadrature cubature formula , walter gautschi archive"
37,"32-digit value the first 100 recurrence coefficient orthogonal polynomial relative the bose-einstein weight function w ( x ) =x/ ( e^x-1 ) computed the sopq routine sr_boseeinstein ( 100,1,32 )","bose-einstein distribution , computer science , equation table , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , quadrature cubature formula , walter gautschi archive"
38,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) = [ x/ ( exp ( x ) -1 ) ] ^r [ 0 , inf ] , r=1","bose-einstein distribution , computer science , equation table , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , quadrature cubature formula , walter gautschi archive"
39,"32-digit value the first 100 recurrence coefficient orthogonal polynomial relative the bose-einstein weight function w ( x ) = [ x/ ( e^x-1 ) ] ^2 computed the sopq routine sr_boseeinstein ( 100,2,32 )","bose-einstein distribution , computer science , equation table , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
40,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) = [ x/ ( exp ( x ) -1 ) ] ^r [ 0 , inf ] , r=2","bose-einstein distribution , computer science , equation table , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
41,"32-digit value the first 100 recurrence coefficient orthogonal polynomial relative the bose-einstein weight function w ( x ) = [ x/ ( e^x-1 ) ] ^3 computed the routine sr_boseeinstein ( 100,3,32 )","bose-einstein distribution , computer science , equation table , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
42,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) = [ x/ ( exp ( x ) -1 ) ] ^r [ 0 , inf ] , r=3","bose-einstein distribution , computer science , equation table , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
43,"32-digit value first 100 recurrence coefficient orthogonal polynomial using the bose-einstein weight function : w ( x ) = [ x/ ( e^x-1 ) ] ^4 computed the sopq routine sr_boseeinstein ( 100,4,32 )","bose-einstein distribution , computer science , equation table , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
44,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) = [ x/ ( exp ( x ) -1 ) ] ^r [ 0 , inf ] , r=4","bose-einstein distribution , computer science , equation table , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
45,"32-digit value the first 100 recurrence coefficient relative the fermi-dirac weight function w ( x ) =1/ ( e^x+1 ) computed the sopq routine sr_fermidirac ( 100,1,32 )","computer science , equation table , fermi dirac weight function , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
46,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) = [ 1/ ( exp ( x ) +1 ) ] ^r [ 0 , inf ] , r=1","computer science , equation table , fermi dirac weight function , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
47,"32-digit value the first 100 beta coefficient relative the freud weight function w ( x ) =exp ( -x^ { 10 } ) computed r the sopq routine sr_freud ( 100,0,10,32 )","computer science , equation table , freud polynomial , freud weight function , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
48,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =x^mu * exp ( -x^nu ) [ -inf , inf ] , mu=0 , nu=10","computer science , equation table , freud polynomial , freud weight function , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
49,"32-digit value the first 100 beta coefficient relative the freud weight function w ( x ) =exp ( -x^4 ) computed r the sopq routine sr_freud ( 100,0,4,32 )","computer science , equation table , freud polynomial , freud weight function , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
50,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =x^mu * exp ( -x^nu ) [ -inf , inf ] , mu=0 , nu=4","computer science , equation table , freud polynomial , freud weight function , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
51,"32-digit value the first 100 beta coefficient relative the freud weight function w ( x ) =exp ( -x^6 ) computed r the sopq routine sr_freud ( 100,0,6,32 )","computer science , equation table , freud polynomial , freud weight function , gaussian quadrature , mathematical concept , mathematics , opq routine , orthogonal polynomial , walter gautschi archive"
52,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =x^mu * exp ( -x^nu ) [ -inf , inf ] , mu=0 , nu=6","computer science , equation table , freud polynomial , freud weight function , gaussian quadrature , mathematical concept , mathematics , opq routine , orthogonal polynomial , walter gautschi archive"
53,"32-digit value the first 100 beta coefficient relative the freud weight function w ( x ) =exp ( -x^8 ) computed r the sopq routine sr_freud ( 100,0,8,32 )","computer science , equation table , freud polynomial , freud weight function , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
54,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =x^mu * exp ( -x^nu ) [ -inf , inf ] , mu=0 , nu=8","computer science , equation table , freud polynomial , freud weight function , gaussian quadrature , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
55,"32-digit value the first 100 recurrence coefficient relative the half-range hermite weight function w ( x ) =exp ( -x^2 ) r_ { + } computed the sopq routine sr_halfrangehermite ( 100,32 )","computational method , computer science , equation table , gaussian quadrature , hermite weight function , hilbert transforms , integral transforms , mathematics , matlab , numerical integration , opq routine , orthogonal polynomial , walter gautschi archive"
56,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =x^ ( 2 * mu ) * exp ( -x^2 ) [ 0 , inf ] , mu=0","computational method , computer science , equation table , gaussian quadrature , hermite weight function , hilbert transforms , integral transforms , mathematics , matlab , numerical integration , opq routine , orthogonal polynomial , walter gautschi archive"
57,"32-digit value the first 100 recurrence coefficient relative the weight function w ( x ) =x^ { -1/2 } ( 1-x ) ^ { -1/2 } log ( 1/x ) ( 0,1 ) computed the sopq routine sr_jacobilog1 ( 100 , -1/2 , -1/2,32 )","computer science , equation table , gauss-radau formula , jacobi polynomial , jacobi weight function , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
58,"32-digit value the first 100 recurrence coefficient orthogonal polynomial relative the weight function w ( x ) =x^ { -1/2 } ( 1-x ) ^ { 1/2 } log ( 1/x ) ( 0,1 ) computed the sopq routine sr_jacobilog1 ( 100 , -1/2,1/2,32 )","computer science , equation table , gauss-radau formula , jacobi polynomial , jacobi weight function , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
59,"32-digit value the first 100 recurrence coefficient orthogonal polynomial relative the weight function w ( x ) = ( 1-x ) ^ { -1/2 } x^ { 1/2 } log ( 1/x ) ( 0,1 )","computer science , equation table , gauss-radau formula , jacobi polynomial , jacobi weight function , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
60,"32-digit value the first 100 recurrence coefficient orthogonal polynomial relative the weight function w ( x ) =x^ { 1/2 } ( 1-x ) ^ { -1/2 } log ( 1/x ) ( 0,1 ) computed the sopq routine sr_jacobilog1 ( 100,1/2 , -1/2,32 )","computer science , equation table , gauss-radau formula , jacobi polynomial , jacobi weight function , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
61,"32-digit value the first 100 recurrence coefficient orthogonal polynomial relative the weight function w ( x ) =x^ { 1/2 } ( 1-x ) ^ { 1/2 } log ( 1/x ) ( 0,1 ) computed the sopq routine sr_jacobilog1 ( 100,1/2,1/2,32 )","computer science , equation table , gauss-radau formula , jacobi polynomial , jacobi weight function , mathematics , matlab , opq routine , orthogonal polynomial , walter gautschi archive"
62,"interview darren zink , strategic account manager , brock grain system .","agriculture , education , engineering education , engineering technology , engineering technology pathway , engineering technology summit 2013 , entrepreneurship , national science foundation , nsf grant : 105582 , technology leadership innovation"
63,"interview andrew fife , process engineer , indiana kitchen .","agriculture , engineering technology , engineering technology pathway , engineering technology summit 2013 , entrepreneurship , industrial engineering , learning community , national science foundation , nsf grant : 105582 , technology leadership innovation"
64,"video session chad laux , assistant professor technology leadership innovation department , describes the indiana bioeconomy the purdue ivy tech 2013 engineering technology summit .","advanced technical education , agriculture , bioeconomy , consumer science , engineering education , engineering technology , engineering technology pathway , engineering technology summit 2013 , food security , national science foundation , nsf grant : 105582 , nutrition , technology leadership innovation"
65,"craig miller , professor computer graphic technology purdue university provides professional development workshop associate degree student the 2013 engineering technology summit .","agriculture , engineering education , engineering technology , engineering technology pathway , engineering technology summit 2013 , national science foundation , nsf grant : 105582 , student success , technology leadership innovation"
66,video session concludes industry roundtable discussion student concerning technical education the career the 2013 engineering technology summit .,"agriculture , engineering education , engineering technology , engineering technology pathway , engineering technology summit 2013 , entrepreneurship , national science foundation , nsf grant : 105582 , technology leadership innovation"
67,video session an industry roundtable discussion student concerning technical education the career the 2013 engineering technology summit .,"agriculture , engineering education , engineering technology , engineering technology pathway , engineering technology summit 2013 , entrepreneurship , national science foundation , nsf grant : 105582 , technology leadership innovation"
68,"video session describes virtual learning community dawn laux , michele summer chad laux the purdue ivy tech 2013 engineering technology summit .","agriculture , engineering education , engineering technology , engineering technology pathway , engineering technology summit 2013 , entrepreneurship , national science foundation , nsf grant : 105582 , technology leadership innovation , virtual learning community"
69,supplementary material the report : effect realistic heat straightening repair the property serviceability damaged steel bridge,"civil engineering , damaged steel beam bridge , heat straightening repair , joint transportation research program , jtrp , multiple heat straightening , overheating , overstraining , spr-3105"
70,supplementary material the report : effect realistic heat straightening repair the property serviceability damaged steel bridge,"civil engineering , damaged steel beam bridge , heat straightening repair , joint transportation research program , jtrp , multiple heat straightening , overheating , overstraining , spr-3105"
71,supplementary material the report : effect realistic heat straightening repair the property serviceability damaged steel bridge,"civil engineering , damaged steel beam bridge , heat straightening repair , joint transportation research program , jtrp , multiple heat straightening , overheating , overstraining , spr-3105"
72,supplementary material the report : effect realistic heat straightening repair the property serviceability damaged steel bridge,"civil engineering , damaged steel beam bridge , heat straightening repair , joint transportation research program , jtrp , multiple heat straightening , overheating , overstraining , spr-3105"
73,video soft drink delivery,"ergonomics , health science , human factor , nutrition , video exposure monitoring"
74,includes symbolic version some the important opq routine .,"airy weight function , bose-einstein distribution , chebyshev-type quadrature , classical weight function , computer science , fermi dirac weight function , freud weight function , gauss-type quadrature rule , hermite weight function , jacobi weight function , k-bessel weight function , laguerre weight function , mathematics , matlab , opq routine , orthogonal polynomial , perl script , quadrature , software source code , walter gautschi archive , walter gautschi selected work"
75,includes symbolic version some the important opq routine .,"airy weight function , bose-einstein distribution , chebyshev-type quadrature , classical weight function , computer science , fermi dirac weight function , freud weight function , gauss-type quadrature rule , hermite weight function , jacobi weight function , k-bessel weight function , laguerre weight function , mathematics , matlab , opq routine , orthogonal polynomial , perl script , quadrature , software source code , walter gautschi archive , walter gautschi selected work"
76,collection fortran matlab code their output compute macdonald function complex order numerical quadrature .,"complex order , computer science , fortran , gauss quadrature approximation , macdonald function , mathematics , matlab software , modified bessel function , quadrature cubature formula , software source code , walter gautschi archive"
77,software ( matlab ) developed computing variable-precision recurrence coefficient orthogonal polynomial respect densely oscillating exponentially decaying weight function,"computer science , densely oscillating weight function , exponentially decaying weight function , gaussian quadrature , mathematics , matlab , orthogonal polynomial , walter gautschi archive"
78,matlab fortran code evaluate densely wildly oscillatory integral had proposed a computational problem the siam 100-digit challenge .,"computer science , fortran , gauss quadrature approximation , jacobi weight function , mathematics , matlab , numerical evaluation , orthogonal polynomial , oscillatory integral , software source code , walter gautschi archive"
79,bernstein ’ inequality jacobi polynomial analyzed analytically computationally regard validity sharpness,"bernstein ’ inequality , computer science , erdelyi–magnus–nevai conjecture , jacobi polynomial , mathematics , matlab , orthogonal polynomial , sharpness , software source code , walter gautschi archive"
80,"inequality the largest zero jacobi polynomial here extended all zero jacobi polynomial , new relevant conjecture formulated .","computer science , gauss quadrature approximation , inequality , jacobi polynomial , mathematics , matlab , orthogonal polynomial , walter gautschi archive , zero"
81,matlab routine computing gauss quadrature rule logarithmic weight function,"computer science , gaussian quadrature , jacobi weight function , logarithmic weight function , mathematics , matlab , modified chebyshev algorithm , orthogonal polynomial , software source code , variable-precision arithmetic , walter gautschi archive"
82,matlab program evaluating lambert w-functions some their integral,"computation special function , computer science , guassian quadrature , integral lambert w-functions , lambert w-functions· , mathematics , matlab , nonstandard gaussian quadrature , numerical approximation , numerical integration , orthogonal polynomial , software source code , variable-precision computation , walter gautschi archive"
83,matlab routine computing optimally conditioned vandermonde matrix,"computer science , condition number , guassian quadrature , logarithmic weight function , mathematics , matlab , orthogonal polynomial , singular value decomposition , software source code , vandermonde matrix , walter gautschi archive"
84,matlab source code file compute high-order gauss-radau gauss-lobatto formula jacobi laguerre weight function,"computer science , high-order generalized gauss–radau gauss–lobatto quadrature formula , jacobi weight function , laguerre weight function , mathematics , matlab , orthogonal polynomial , software source code , walter gautschi archive"
85,matlab routine computing numerical integration the square,"aerodynamical drag coefficient , computer science , gaussian quadrature , gauss quadrature approximation , mathematics , matlab , numerical integration the square , orthogonal polynomial , quadrature cubature formula , software source code , walter gautschi archive , walter gautschi selected work"
86,"matlab routine computing sub-range jacobi polynomial within sub interval [ -1 , 1 ]","computation recurrence coefficient special gaussian quadrature rule , computer science , gaussian quadrature , jacobi weight function , mathematics , matlab , orthogonal polynomial , software source code , sub-range jacobi polynomial , walter gautschi archive"
87,matlab routine data set compute repeated modification orthogonal polynomial,"computer science , gaussian quadrature , gaussian quadrature function pole , jacobi polynomial , logarithmic weight function , mathematics , matlab , modification algorithm orthogonal polynomial , numerical integration , orthogonal polynomial , software source code , walter gautschi archive"
88,matlab routine neutralizing nearby singularity numerical quadrature,"computer science , gaussian quadrature , mathematics , matlab , nearby singularity , numerical quadrature , orthogonal polynomial , software source code , walter gautschi archive"
89,matlab routine calculate high-precision gauss-turan quadrature rule,"computer science , gauss-type quadrature rule , hermite weight function , laguerre weight function , mathematics , matlab , orthogonal polynomial , software source code , variable-precision arithmetic , walter gautschi archive"
90,is set matlab code data file generating orthogonal polynomial related quadrature rule .,"computer science , gauss-type quadrature rule , mathematics , matlab , modification algorithm orthogonal polynomial , orthogonal polynomial , software source code , variable-precision arithmetic , walter gautschi archive"
91,matlab script computing orthogonal polynomial whose weight function involves exponential integral,"computer science , exponential integral , gaussian quadrature , logarithmic weight function , mathematics , matlab , orthogonal polynomial , software source code , variable-precision arithmetic , walter gautschi archive"
92,"water quality data collected the lafayette area watershed 2009. are five sample site located little pine creek , elliot ditch , little wea creek two site the wabash river .","agronomy , algae , ammonia , crop science , discharge , dissolved oxygen , elliot ditch , enterococci , escherichia coli , flow , forestry natural resource , indiana , lafayette , little pine creek , little wea creek , orthophosphate , ph , soil science , specific conductivity , temperature , total coliforms , turbidity , wabash river , water quality , watershed"
93,"data included are the wqfs maize grain yield ; see companion publication other data including yield rotation crop , maize stover biomass , nitrate loss drainage water other environmental impact data .","agronomy , continuous corn , corn soybean rotation , crop science , grain yield , nitrogen fertilizer , soil science , swine manure , water quality field station"
94,"supplementary material the publication entitled “ discovery mll1 binding unit , localization cpg island , their potential function mitotic chromatin. ” bina , wy p , et al . bmc genomics . 14:927 ( 2013 ) .","binding site , bioinformatics , cell division , chemistry , chromatin structure , cis-elements , code dna , cpg island , gene bookmarking , gene regulation , mammalian genome , mitosis , mll , mll binding site , mouse genome , regulatory code , tres , trithorax response element"
95,"water quality data collected the lafayette area watershed 2010. are five sample site located little pine creek , elliot ditch , little wea creek two site the wabash river .","agronomy , algae , ammonia , crop science , discharge , dissolved oxygen , elliot ditch , enterococci , escherichia coli , flow , forestry natural resource , indiana , lafayette , little pine creek , little wea creek , orthophosphate , ph , soil science , specific conductivity , temperature , total coliforms , turbidity , wabash river , water quality , watershed"
96,"water quality data collected the lafayette area watershed 2011. are five sample site located little pine creek , elliot ditch , little wea creek two site the wabash river .","agronomy , algae , ammonia , crop science , discharge , dissolved oxygen , elliot ditch , enterococci , escherichia coli , flow , forestry natural resource , indiana , lafayette , little pine creek , little wea creek , orthophosphate , ph , soil science , specific conductivity , temperature , total coliforms , turbidity , wabash river , water quality , watershed"
97,"video show several cycle a diverging diamond interchange sr-201 / bangerter salt lake city , utah december 18 , 2013 .","civil engineering , diverging diamond interchange , offset pitcher , performance measure , traffic signal"
98,"video demonstrates optimized performance a diamond interchange i-69 / 96th street northeast indianapolis , .","civil engineering , diamond interchange , offset , optimization , sequence , signal"
99,"supplementary material the publication entitled “ discovery mll1 binding unit , localization cpg island , their potential function mitotic chromatin. ” bina , wy p , et al . bmc genomics . 14:927 ( 2013 )","binding site , cell division , chemistry , chromatin structure , cis-elements , code dna , cpg island , gene bookmarking , gene regulation , mammalian genome , mitosis , mll , mll binding site , mouse genome , regulatory code , tres , trithorax response element"
100,interview coty back the indiana department agriculture future farmer america .,"agriculture , engineering technology , engineering technology pathway , engineering technology summit 2013 , entrepreneurship , national science foundation , nsf grant : 105582 , technology leadership innovation , virtual learning community"
101,inerfc : evaluation the repeated integral the coerror function half-range gauss-hermite quadrature,"coerror function , computer science , mathematics , mathematics education , matlab , quadrature cubature formula , walter gautschi archive"
102,inerfc : evaluation the repeated integral the coerror function half-range gauss-hermite quadrature,"coerror function , computer science , mathematics , mathematics education , matlab , quadrature cubature formula , walter gautschi archive"
103,discovering sequence potential regulatory characteristic,"bioinformatics , chemistry , code human dna , gene regulation , genetic vocabulary , genomics , human genome , regulatory signal , sequence context , transcription factor binding site"
104,present accurate effective outflow boundary condition numerical algorithm achieving stability the presence strong vortex backflow the outflow boundary .,"backflow , cfd , incompressible flow , mathematics , open boundary condition , outflow , outflow boundary condition , physic"
105,"present effective outflow boundary condition , an associated numerical algorithm , within phase field framework dealing two-phase outflow open boundary .","inflow boundary condition , large density ratio , mathematics , multiphase flow , open boundary condition , outflow boundary condition , phase field method , physic , spectral element method , two-phase flow , two-phase open boundary , two-phase outflow , variable coefficient matrix"
106,"water quality data collected the lafayette area watershed 2012. are three sample site located little pine creek , elliot ditch , little wea creek two site the wabash river .","agronomy , algae , ammonia , crop science , discharge , dissolved oxygen , elliot ditch , enterococci , escherichia coli , flow , forestry natural resource , indiana , lafayette , little pine creek , little wea creek , orthophosphate , ph , soil science , specific conductivity , temperature , total coliforms , turbidity , wabash river , water quality , watershed"
107,"video highlight research completed the joint transportation research program led darcy bullock , lyles school civil engineering , purdue university , jtrp project spr-3528 , & quot ; alternative raised pavement marker ( rpm ) . & quot ;","civil engineering , pavement alternative , rpm , rumble stripe , spr-3528"
108,"video show three-phase operation featuring hold-back phase data characterizing southbound internal movement ( ol-c ) may 15 , 2014 , the sr-201 / bangerter ddi salt lake city , utah .","civil engineering , diverging diamond interchange , drone , operation , signal , traffic , uav , unmanned aerial vehicle"
109,video document field test a cirrus sr-20 traversing a saw cut a raised rumble strip the purdue airport ( laf ) .,"airport , cirrus sr-20 , civil engineering , rumble strip , runway incursion"
110,analysis maturation schedule yellow perch the laurentian great lake revealed rapid evolution response change commercial harvest .,"ecology , evolution , fishery , forestry natural resource , life history , yellow perch"
111,analysis maturation schedule yellow perch the laurentian great lake revealed rapid evolution response change commercial harvest .,"ecology , evolution , fishery , forestry natural resource , life history , yellow perch"
